loan_type,purpose,occupancy,loan_amount,approve,location,county,race,coapplicant_race,sex,coapplicant_sex,income,units_purchased,married,dependents,years_in_job,s26a,self_employed,monthly_income,coapplicant_income,total_income,total_coapplicant_income,monthly_expense,purchase_price,other_financing,liquid_assets,credit_reports,met_guidlines,credit_lines,mcred,ccred,public_rec,mortgage_income,debt_income,rate_type,loan_term,appraised_value,type_of_property,sought_insurance,denied_mortgage,gift_or_grant,cosigner,unverified_info,reviewed,networth,unemployment_prob,rtdum,age,education,housing_expense,loan_value,high_val,loan_value_medium,loan_value_low,loan_val,no_hs,di_ccred,di_squared,loan_value_squared,credit_history
1,1,1,85,1,1120,1,0,8,0,4,33,1,0,0,13,8,0,2721,0,2721,0,789,115,0,47,1,1,10,2,1,0,0.28,34,2,360,125,2,0,0,N,0,0,0,54,3.2,0,1,college,0,0.68,0,0,1,low,0,34,1156,0.4624,1
1,1,1,91,1,1120,1,1,8,0,4,33,1,0,0,16,16,0,2534,0,2707,0,883,95,0,4,1,1,12,2,1,0,0.28,30,2,360,95,1,1,0,Y,0,0,0,26,3.2,1,1,college,0,0.957894737,1,0,0,high,0,30,900,0.917562327,1
1,1,1,64,1,1120,1,0,8,1,4,49,1,0,0,8,4,0,4003,0,4003,0,825,79,0,55,1,1,7,2,1,0,0.23,23,1,360,103,1,0,0,N,0,0,1,58,3.2,0,1,college,0,0.621359223,0,0,1,low,0,23,529,0.386087284,1
1,1,1,142,1,1120,1,0,5,1,2,63,1,0,0,6,6,0,2418,1558,2418,1558,1319,153,0,25,2,1,11,2,2,0,0.26,36,2,360,153,2,0,0,N,0,0,0,33,3.9,0,1,hs,0,0.928104575,0,1,0,medium,0,72,1296,0.861378102,2
1,1,1,134,1,1120,1,0,5,1,2,57,1,1,2,9,9,0,2737,1560,3153,1560,1303,168,0,67,2,1,11,1,2,0,0.28,28,2,360,185,2,0,0,N,0,0,0,223,3.9,0,1,college,0,0.724324324,0,0,1,low,0,56,784,0.524645727,2
1,1,1,113,1,1120,1,1,3,1,2,43,1,1,2,7,7,0,1993,1625,1993,1625,1107,125,0,23,4,1,15,2,1,0,0.34,40,2,180,125,1,0,0,N,0,0,1,45,3.1,1,1,hs,1,0.904,0,1,0,medium,0,40,1600,0.817216,1
1,1,1,116,1,1120,1,0,8,1,4,67,1,0,0,15,15,0,5583,0,5583,0,1355,145,0,88,2,1,13,2,2,0,0.26,37,2,360,146,1,0,0,N,0,0,1,134,3.9,0,1,college,0,0.794520548,0,0,1,low,0,74,1369,0.631262901,2
1,1,1,121,1,1120,1,1,3,1,2,84,1,1,0,4,4,0,2666,2800,2666,4300,1347,151,0,46,4,1,11,2,4,0,0.21,36,2,360,159,1,0,0,N,0,0,1,89,2,1,1,college,0,0.761006289,0,0,1,low,0,144,1296,0.579130572,4
1,1,1,185,1,1120,1,1,8,1,4,350,1,0,0,5,5,0,29167,0,29167,0,2521,205,0,379,2,1,6,2,1,0,0.11,20,2,360,215,1,0,0,N,0,0,1,609,3.2,0,1,college,0,0.860465116,0,1,0,medium,0,20,400,0.740400216,1
1,1,1,137,1,1120,1,1,3,1,1,122,1,1,0,4,4,0,3387,2980,4980,4847,1458,153,0,49,8,1,32,2,6,0,0.15,42,2,360,153,1,0,0,N,0,0,1,60,3.2,0,1,college,0,0.895424837,0,1,0,medium,0,252,1764,0.801785638,6
1,1,1,137,1,1120,1,1,3,0,1,122,1,0,0,3,3,0,2137,8980,2137,8980,1459,153,0,53,9,0,27,2,6,0,0.15,42,2,360,153,1,0,0,N,0,0,1,60,3.2,0,1,college,0,0.895424837,0,1,0,medium,0,252,1764,0.801785638,0
1,1,1,70,1,1120,1,0,8,1,4,40,1,0,0,2,2,0,3333,0,3333,0,739,78,0,11,3,1,18,2,1,0,0.26,39,1,360,79,1,0,0,N,0,0,1,28,3.2,0,1,college,0,0.886075949,0,1,0,medium,0,39,1521,0.785130588,1
1,1,1,117,1,1120,1,1,8,1,4,50,1,1,0,4,4,0,1458,0,1458,0,1153,130,0,17,6,1,0,2,4,0,0.29,29,2,180,130,2,0,0,N,0,0,1,26,3.6,0,1,college,0,0.9,0,1,0,medium,0,116,841,0.81,4
1,1,1,104,1,1120,1,1,3,1,2,40,1,1,2,5,2,0,1482,1343,2062,1386,1027,116,0,29,3,1,5,2,1,0,0.31,35,2,180,117,2,0,0,N,0,0,1,81,3.2,1,1,college,1,0.888888889,0,1,0,medium,0,35,1225,0.790123457,1
1,1,1,67,1,1120,1,0,5,1,2,48,1,1,0,15,15,0,1700,2100,1700,2900,858,87,0,210,4,0,24,4,6,0,0.22,36,2,360,95,1,0,0,N,0,0,0,260,2,0,1,hs,0,0.705263158,0,0,1,low,0,216,1296,0.497396122,0
1,1,1,70,1,1120,1,1,8,1,4,34,1,0,0,9,1,0,3038,0,3073,0,785,85,0,20,2,1,7,2,1,1,0.26,31,2,180,78,1,0,0,N,0,0,1,51,4.3,0,1,college,0,0.897435897,0,1,0,medium,0,31,961,0.80539119,1
1,1,1,62,1,1120,1,0,8,1,4,56,1,0,0,6,1,0,4685,0,4685,0,772,111,0,500,1,1,1,2,1,0,0.164,19.3,2,360,111,2,0,0,N,0,0,1,81.9,3.2,0,1,hs,0,0.558558559,0,0,1,low,0,19.3,372.49,0.311987663,1
1,1,1,181,1,1120,1,0,1,0,4,4,1,1,0,2,1,0,1647,1416,1647,1762,913,226,0,50.1,1,1,6,2,1,0,0.2679,34.96,2,360,226,2,0,0,N,0,0,1,117.1,1.8,0,1,hs,0,0.800884956,0,1,0,medium,0,34.96,1222.2016,0.641416712,1
1,1,1,110,1,1120,1,0,8,1,4,44,1,0,0,10,4,0,3333,0,3691,0,1126,137,0,33.9,1,1,2,2,1,0,0.305,31.1,2,360,153,2,0,0,N,0,0,1,40.575,10.6,1,1,hs,1,0.718954248,0,0,1,low,0,31.1,967.21,0.516895211,1
1,1,1,104,1,1120,1,0,5,1,2,50,1,1,0,1,11,0,3500,859,3500,859,1067,130,0,8,1,1,9,2,5,0,0.247,32.1,2,360,130,2,0,0,N,0,0,1,32.9,5.3,0,1,college,0,0.8,0,0,1,low,0,160.5,1030.41,0.64,5
1,1,1,113,1,1120,1,0,5,1,2,65,1,0,0,4.5,4.5,0,2416,2726,2416,2726,1223,125,0,25.6,1,1,8,2,5,0,0.238,35.8,2,360,137,2,1,0,N,0,0,1,19.7,3.2,1,1,college,0,0.824817518,0,1,0,medium,0,179,1281.64,0.680323938,5
1,1,1,126,1,1120,1,0,8,0,4,40,1,0,0,2,2,0,3683,0,4196,0,1286,140,0,61.2,1,1,2,2,1,0,0.3065,30.88,2,360,149.9,1,1,0,N,0,0,1,60.2,4.3,0,1,college,1,0.840560374,0,1,0,medium,0,30.88,953.5744,0.706541742,1
1,1,1,102,1,1120,1,0,8,0,4,53,1,0,0,8,2,0,2025,0,2356,0,1446,136,0,68.1,1,1,4,2,1,0,0.33,37,2,360,137,2,0,0,N,0,0,1,252.1,2,0,1,college,1,0.744525547,0,0,1,low,0,37,1369,0.554318291,1
1,1,1,96,1,1120,1,0,5,1,2,64,1,1,0,11,11,1,4695,0,4695,0,1233,120,0,10.4,1,1,11,1,3,0,0.22,37.1,2,360,137,2,0,0,N,0,0,1,-90.8,10.6,0,1,hs,0,0.700729927,0,0,1,low,0,111.3,1376.41,0.491022431,3
1,1,1,65,1,1120,1,0,8,1,4,32,1,1,0,9,9,0,2766,0,2766,0,735,72.4,0,15.5,1,1,3,2,1,0,0.266,36.8,2,360,72.4,2,1,0,N,0,0,1,53,2,0,1,hs,0,0.897790055,0,1,0,medium,0,36.8,1354.24,0.806026983,1
1,1,1,88,1,1120,1,1,8,1,4,41,1,1,2,3,3,0,3170,0,3170,0,914,110,0,13.5,1,1,2,2,1,0,0.288,29.3,2,360,110,2,0,0,N,0,0,1,14.675,3.2,1,1,college,0,0.8,0,0,1,low,0,29.3,858.49,0.64,1
1,1,1,90,1,1120,1,0,5,1,2,41,1,1,0,32,32,0,2200,0,2785,0,736,120,0,52.2,2,1,2,2,5,0,0.2757,37.26,2,360,120,2,0,0,N,0,0,1,66.9,2,0,1,hs,0,0.75,0,0,1,low,0,186.3,1388.3076,0.5625,5
1,1,1,162,1,1120,1,0,5,1,2,72,1,1,0,10,10,0,4163,850,4163,1475,1654,247,0,75.2,2,1,8,1,6,0,0.293,31.9,2,360,247,2,0,0,N,0,0,1,-95.7,2,0,1,hs,0,0.655870445,0,0,1,low,0,191.4,1017.61,0.430166041,6
1,1,1,171,1,1120,1,0,5,1,2,166,1,1,2,4,4,0,6333,0,6583,0,1664,190,3908,103,2,1,3,2,5,0,0.159,30.2,2,360,190,2,1,0,N,1,0,1,236,3.2,0,1,hs,0,0.9,0,1,0,medium,0,151,912.04,0.81,5
1,1,1,44,1,1120,1,0,8,0,4,50,1,0,0,27,18,0,4166,0,4166,0,557,74,0,72.3,1,1,5,2,2,0,0.1333,15.53,2,360,74,1,0,0,N,0,0,1,127.3,3.2,0,1,college,0,0.594594595,0,0,1,low,0,31.06,241.1809,0.353542732,2
1,1,1,127,1,1120,1,0,5,0,1,80,1,1,2,9,8,0,2809,2383,4283,2383,1366,141,0,7,2,1,9,2,1,0,0.205,34.7,2,360,141,2,1,0,N,1,0,1,1.5,3.9,0,1,college,0,0.90070922,0,1,0,medium,0,34.7,1204.09,0.811277099,1
1,1,1,650,1,1120,1,0,8,1,4,242,1,0,0,14,6,1,20166,0,20166,0,6392,1050,0,429,1,1,6,2,1,0,0.317,32.05,1,480,1150,1,0,0,N,0,0,1,684,3.2,0,1,college,1,0.565217391,0,0,1,low,0,32.05,1027.2025,0.319470699,1
1,1,1,143,1,1120,1,0,5,1,1,59,1,0,0,1.5,1.5,0,2250,2416,2250,2416,1051,159,0,51,4,1,23,2,1,0,0.2825,35.37,1,360,160,1,0,0,N,0,0,0,76,3.2,0,1,college,0,0.89375,0,1,0,medium,0,35.37,1251.0369,0.798789063,1
1,1,1,185,1,1120,1,0,5,1,2,89,1,1,0,15,2,0,6700,750,6700,750,1744,205,0,37,4,1,45,2,1,0,0.2311,39.22,1,480,231,1,0,0,Y,0,0,1,156,3.6,0,1,college,0,0.800865801,0,1,0,medium,0,39.22,1538.2084,0.641386031,1
1,1,2,122,1,1120,1,0,5,1,2,123,1,1,0,6,3,0,7355,2889,7355,2889,1074,152,0,41,2,1,17,1,1,0,0.1951,24.42,1,480,152,1,0,0,N,0,0,0,100,1.8,0,1,college,0,0.802631579,0,1,0,medium,0,24.42,596.3364,0.644217452,1
1,1,1,61,1,1120,1,0,7,0,3,41,1,0,0,14,11,0,3445,0,3445,0,621,68,3,4,2,1,8,2,1,0,0.1777,19.22,1,360,68,1,0,0,N,0,0,0,10,3.2,0,1,college,0,0.897058824,0,1,0,medium,0,19.22,369.4084,0.804714533,1
1,1,2,96,1,1120,1,0,7,1,3,120,1,1,2,10,10,1,15771,0,15771,0,863,138,0,135,1,1,44,1,1,0,0.0882,10.79,1,480,140,2,0,0,N,0,0,1,5390,3.6,0,1,college,0,0.685714286,0,0,1,low,0,10.79,116.4241,0.470204082,1
1,1,1,144,1,1120,1,0,5,1,1,56,1,0,0,4,4,0,2166,2666,2166,2666,1302,160,0,40,4,1,14,2,1,0,0.2828,36.8,1,360,160,1,0,0,Y,0,0,1,111,5.3,0,1,college,0,0.9,0,1,0,medium,0,36.8,1354.24,0.81,1
1,1,1,100,1,1120,1,1,3,0,1,28,1,1,0,15,15,0,2330,4486,2330,4486,847,120,0,80,4,1,24,1,1,0,0.1254,29.31,1,360,121,2,0,0,N,0,0,0,599,3.2,1,1,college,0,0.826446281,0,1,0,medium,0,29.31,859.0761,0.683013455,1
1,1,1,158,1,1120,1,0,5,1,2,56,1,1,0,9,2,0,3850,808,3850,808,1392,175,0,3,4,1,22,2,1,0,0.2989,36.87,1,360,175,2,0,0,Y,0,0,1,8,3.6,0,1,college,0,0.902857143,0,1,0,medium,0,36.87,1359.3969,0.81515102,1
1,1,1,105,1,1120,1,1,7,1,3,35,1,0,0,11,11,0,2875,0,4875,0,1073,132,0,81,1,1,19,1,4,0,0.3667,40.09,1,360,139,2,0,0,N,0,0,1,373,1.8,1,1,college,1,0.755395683,0,0,1,low,0,160.36,1607.2081,0.570622639,4
1,1,1,127,1,1120,1,1,7,1,3,46,1,1,2,8,8,0,2800,0,4400,0,989,141,0,18,2,1,9,2,1,0,0.3127,39.53,1,360,143,1,0,0,N,0,0,1,46,3.6,0,1,college,1,0.888111888,0,1,0,medium,0,39.53,1562.6209,0.788742726,1
1,1,1,118,1,1120,1,1,7,1,3,51,1,1,0,6,6,0,4301,0,4301,0,1182,148,0,11,1,1,9,2,1,0,0.3182,36.3,1,360,148,1,0,0,N,0,0,1,51,3.6,0,1,college,1,0.797297297,0,0,1,low,0,36.3,1317.69,0.63568298,1
1,1,1,96,1,1120,1,1,3,1,2,33,1,0,0,13,0.75,0,1300,1461,1953,1461,822,120,0,31,4,1,14,2,1,0,0.2992,42.66,1,360,123,1,0,0,N,0,0,1,48,3.2,1,1,hs,0,0.780487805,0,0,1,low,0,42.66,1819.8756,0.609161214,1
1,1,2,113,1,1120,1,0,5,0,2,52,1,0,0,999999.4,999999.4,0,0,3683,645,3683,1011,159,0,72,4,1,22,1,4,0,0.2335,38.4,1,480,150,1,0,0,N,0,0,0,267,3.6,0,1,college,0,0.753333333,0,0,1,low,0,153.6,1474.56,0.567511111,4
1,1,1,232,1,1120,1,0,7,0,3,65,1,1,0,15,0.5,0,5417,0,5417,0,1971,292,0,95,1,1,17,2,1,0,0.3599,41.91,1,360,292,2,0,0,N,0,0,1,292,3.2,0,1,hs,1,0.794520548,0,0,1,low,0,41.91,1756.4481,0.631262901,1
1,1,1,112,1,1120,1,0,5,1,2,46,1,1,0,2.9,2,0,1025,2773,1025,2773,1144,124,0,18.531,1,1,5,2,1,0,0.2904,30.31,2,360,124,2,1,0,Y,0,0,1,25.901,3.2,0,1,college,0,0.903225806,0,1,0,medium,0,30.31,918.6961,0.815816857,1
1,1,1,96,1,1120,1,0,5,1,2,38,3,1,0,15,1,0,2300,700,2600,700,1000,120,0,30,2,1,11,2,1,0,0.2936,31.94,1,360,159,1,0,0,N,0,0,1,48.4,3.2,0,1,college,0,0.603773585,0,0,1,low,0,31.94,1020.1636,0.364542542,1
1,1,1,173,1,1120,1,0,5,1,2,70,1,1,1,25,6,0,3400,2200,3400,2500,1700,216,0,11,1,1,14,1,3,0,0.2844,38.3,1,360,217,2,0,0,N,0,0,1,108,3.2,0,1,college,0,0.797235023,0,0,1,low,0,114.9,1466.89,0.635583682,3
1,1,1,101,1,1120,1,0,8,0,4,48,1,0,0,12,10,0,3909,0,3909,0,1129,125,0,20,1,1,9,2,1,0,0.2889,31.6,2,360,160,1,1,0,N,0,0,0,44,3.2,1,1,college,0,0.63125,0,0,1,low,0,31.6,998.56,0.398476563,1
1,1,1,134,1,1120,1,0,5,0,3,60,1,0,1,8,0.5,0,2325,2000,3658,2000,1350,179,0,65.4,3,1,26,2,1,0,0.2388,31.68,2,360,179,1,0,0,N,0,0,0,179.7,3.2,0,1,college,0,0.748603352,0,0,1,low,0,31.68,1003.6224,0.560406979,1
1,1,1,108,1,1120,1,0,8,0,4,72,1,0,0,6,2.5,0,5897,0,6478,0,1162,120,0,30.3,1,1,15,1,2,0,0.1772,30.22,2,360,147,2,1,0,Y,0,0,0,330.7,1.8,0,1,college,0,0.734693878,0,0,1,low,0,60.44,913.2484,0.539775094,2
1,1,1,200,1,1120,1,0,5,1,2,82,1,1,1,9,7,0,6875,0,6875,0,2298.29,250,0,61.871,1,1,21,2,1,0,0.308,30.8,2,360,250.9,2,0,0,N,0,0,0,167.768,2,0,1,college,1,0.797130331,0,0,1,low,0,30.8,948.64,0.635416764,1
1,1,1,163,1,1120,1,0,5,1,2,128,1,1,3,14,14,0,7850,0,10669.5,0,1607.25,255,0,194.612,1,1,12,1,1,0,0.2558,26.22,2,360,255,1,0,0,N,0,0,0,660.345,3.1,0,1,college,0,0.639215686,0,0,1,low,0,26.22,687.4884,0.408596694,1
1,1,1,187,1,1120,1,0,5,1,2,179,1,0,0,18,14,0,3961,5975,8961,5975,2270,367.5,0,316.019,2,1,30,1,3,0,0.15,35,2,360,350,1,0,0,N,0,0,0,830.557,3.2,0,1,college,0,0.534285714,0,0,1,low,0,105,1225,0.285461224,3
1,1,1,98,1,1120,1,0,7,1,3,110,1,0,0,21,7,1,9200,0,9200,0,1459,215,0,427.904,2,1,4,1,1,0,0.16,17,2,180,180,1,0,0,N,0,0,0,641.902,3.2,0,1,college,0,0.544444444,0,0,1,low,0,17,289,0.296419753,1
1,1,1,56,1,1120,1,0,7,1,3,104,1,0,0,8,8,0,8666,0,8666,0,785,75,0,38.426,1,1,12,2,1,0,0.09,21,2,360,75,1,0,0,N,0,0,0,64.428,10.6,0,1,college,0,0.746666667,0,0,1,low,0,21,441,0.557511111,1
1,1,1,95,1,1120,1,1,3,0,1,50,1,1,1,5,5,0,1429,1433,1429,1433,964,105,0,13.9,2,1,0.2,2,6,0,0.225,36.5,2,360,105,1,0,0,N,0,0,1,27.915,3.2,1,1,no_hs,0,0.904761905,0,1,0,medium,1,219,1332.25,0.818594104,6
1,1,1,116,1,1120,1,1,3,1,2,51,1,1,3,5,5,0,1246,1481,1246,1481,1123,136,0,44,1,1,6,2,1,0,0.26,27,1,360,137,1,1,0,N,1,1,0,83.3,3.2,1,1,hs,0,0.846715328,0,1,0,medium,0,27,729,0.716926847,1
1,1,1,95,1,1120,1,1,1,0,2,51,1,0,0,7,3,0,2333,1900,2333,1900,883,100,0,12.3,2,1,28,2,6,0,0.21,38,1,360,125,2,0,0,N,0,0,1,20,3.2,1,1,college,0,0.76,0,0,1,low,0,228,1444,0.5776,6
1,1,1,117,1,1120,1,1,8,1,4,45,1,0,0,15,13,0,3225,0,3759,0,1065,130,0,27.9,2,1,13,2,1,0,0.31,37,1,360,135,1,0,0,N,0,0,1,29.6,4.3,0,1,college,1,0.866666667,0,1,0,medium,0,37,1369,0.751111111,1
1,1,1,108,1,1120,1,1,8,1,4,51,1,0,0,20,20,0,2743,0,3926,0,1092,120,0,28.1,2,1,5,2,1,0,0.28,38,2,360,127.5,2,1,0,N,0,0,1,44.3,3.9,1,1,hs,0,0.847058824,0,1,0,medium,0,38,1444,0.717508651,1
1,1,1,70,1,1120,1,0,8,0,4,25,1,0,0,38,6,0,2067,0,2067,0,685,140,0,92.6,2,1,2,2,1,0,0.33,34,2,360,140,2,0,0,N,0,0,0,128.3,3.2,0,1,college,1,0.5,0,0,1,low,0,34,1156,0.25,1
1,1,1,92,1,1120,1,0,8,1,4,64,1,1,0,8,8,1,2917,0,5293,0,1283,115,0,430,1,1,9,2,1,0,0.236,24.4,2,360,140,1,0,0,N,0,0,0,439,4.3,0,1,hs,0,0.657142857,0,0,1,low,0,24.4,595.36,0.431836735,1
1,1,1,112,1,1120,1,1,3,1,2,54,1,1,2,6,6,0,3142,0,3142,0,1080,124,0,16.6,1,1,13,2,1,0,0.34,34,1,360,126,2,1,0,N,0,0,0,52.5,3.2,0,1,hs,1,0.888888889,0,1,0,medium,0,34,1156,0.790123457,1
1,1,1,138,1,1120,1,0,5,1,2,53,1,1,1,6,3,0,4375,0,4375,0,1290,150,0,29,2,1,14,2,1,1,0.29,36,1,360,152,2,1,0,N,0,0,0,92,4.3,0,1,college,0,0.907894737,0,1,0,medium,0,36,1296,0.824272853,1
1,1,1,131,1,1120,1,1,3,1,1,64,1,1,0,4,2,0,2958,2400,2958,2900,1353,139,0,4,2,1,15,2,2,0,0.25,32,2,360,138,1,1,0,Y,0,0,1,4,1.8,1,1,college,0,0.949275362,0,1,0,medium,0,64,1024,0.901123714,2
1,1,1,94,1,1120,1,1,3,1,2,47,1,1,3,9,6,0,2595,709,2595,709,952,100,0,6,1,0,3,2,6,1,0.29,39,1,360,121,2,1,0,Y,0,0,1,16,2,1,1,hs,0,0.776859504,0,0,1,low,0,234,1521,0.603510689,0
1,1,1,124,1,1120,1,1,3,1,2,53,1,1,0,3,3,0,2667,1750,2667,1750,1178,130,0,9,1,1,12,2,1,0,0.27,38,1,360,145,2,1,0,N,0,0,1,5,10.6,1,1,college,0,0.855172414,0,1,0,medium,0,38,1444,0.731319857,1
1,1,1,90,1,1120,1,0,8,0,4,53,1,0,1,22,22,0,3489,0,4082,0,1017,100,0,5,1,1,17,2,1,0,0.24,41,2,360,105,1,1,0,Y,0,0,1,61,3.2,0,1,college,0,0.857142857,0,1,0,medium,0,41,1681,0.734693878,1
1,1,1,112,1,1120,1,0,8,1,4,60,1,0,0,2,2,0,5000,0,5000,0,1233,140,0,36,1,1,29,2,2,1,0.23,35,1,360,143,1,0,0,Y,0,0,1,16,3.2,0,1,college,0,0.783216783,0,0,1,low,0,70,1225,0.61342853,2
1,1,1,252,1,1120,1,0,8,1,4,120,1,0,0,17,17,0,10000,0,10000,0,2818,315,0,87,1,1,11,2,3,0,0.29,32,2,360,320,2,0,0,N,0,0,1,149,4.3,0,1,hs,0,0.7875,0,0,1,low,0,96,1024,0.62015625,3
1,1,1,103,1,1120,1,0,8,1,4,57,1,0,0,7,7,0,2800,0,4800,0,1099,129,0,41,1,1,7,2,1,0,0.23,24,2,360,129,2,0,0,N,0,0,1,110,3.1,0,1,college,0,0.798449612,0,0,1,low,0,24,576,0.637521784,1
1,1,1,71,1,1120,1,1,8,1,4,34,1,0,0,9,1,0,2833,0,2833,0,782,79,0,16,1,1,7,2,6,0,0.28,31,2,360,82,1,0,0,N,0,0,1,46,4.3,0,1,college,0,0.865853659,0,1,0,medium,0,186,961,0.749702558,6
1,1,1,118,1,1120,1,1,8,1,4,60,1,0,0,12,12,0,4883,0,5050,0,1264,131,0,4,1,1,10,2,3,0,0.22,35,2,360,132,1,0,0,N,0,0,1,59,3.9,0,1,college,0,0.893939394,0,1,0,medium,0,105,1225,0.79912764,3
1,1,1,237,1,1120,1,0,8,1,4,99,1,0,0,3,1,0,5833,0,8333,0,2500,296,0,72,1,1,6,2,1,0,0.3,30,2,360,305,1,0,0,N,0,0,1,86,3.2,0,1,college,0,0.77704918,0,0,1,low,0,30,900,0.603805429,1
1,1,1,131,0,1120,0,0,5,1,2,69,1,1,2,10,10,0,2500,3333,2500,3333,1387,146,0,15,1,1,9,2,2,0,0.24,31,2,360,146,2,1,1,Y,0,1,1,42,3.1,0,1,hs,0,0.897260274,0,1,0,medium,0,62,961,0.805075999,2
1,1,1,100,0,1120,0,0,5,1,2,53,1,1,4,11,2,0,2638,1019,2638,1019,1395,186,0,16,1,1,12,2,1,0,0.27,28,1,360,186,2,1,1,N,0,1,1,32,4.3,0,1,college,0,0.537634409,0,0,1,low,0,28,784,0.289050757,1
1,1,1,147,0,1120,0,0,5,1,2,59,1,1,1,7,7,0,4170,0,4945,0,1095,164,0,22,2,0,31,1,6,1,0.22,37,1,360,164,2,1,1,N,0,0,1,173,3.1,0,1,college,0,0.896341463,0,1,0,medium,0,222,1369,0.803428019,0
1,1,1,170,0,1120,0,0,5,1,2,59,1,1,0,9,9,0,3250,0,3250,0,1097,115,0,32,1,1,4,2,1,0,0.34,35,1,360,115,2,1,1,N,0,0,0,48,3.2,0,1,college,1,1.47826087,1,0,0,high,0,35,1225,2.185255198,1
1,1,1,216,0,1120,0,0,5,1,2,89,1,1,2,16,2,0,3300,3600,3800,3600,2082,300,0,3,1,0,17,4,3,0,0.3,41,1,360,300,2,0,0,N,0,0,0,88,3.2,0,1,college,0,0.72,0,0,1,low,0,123,1681,0.5184,0
1,1,1,136,0,1120,0,0,5,1,2,64,1,1,0,18,18,0,2166,2210,3087,2210,1397,170,0,17,1,0,14,2,6,1,0.26,27,2,360,170,2,0,0,N,0,0,0,32,3.2,0,1,college,0,0.8,0,0,1,low,0,162,729,0.64,0
1,1,1,138,0,1120,0,0,8,1,4,57,1,1,3,20,20,1,4000,0,4735,0,1428,186,0,64,1,1,3,2,1,0,0.3,34,2,360,186,2,1,0,N,0,1,0,416,3.9,0,1,hs,0,0.741935484,0,0,1,low,0,34,1156,0.550468262,1
1,1,1,76,0,1120,0,0,5,1,2,38,1,1,2,4,4,0,3132,0,3132,0,930,80,0,10,1,0,10,2,2,1,0.265,26.5,2,360,91,2,1,1,N,0,0,1,30.307,4.3,0,1,hs,0,0.835164835,0,1,0,medium,0,53,702.25,0.697500302,0
1,1,1,121,0,1120,0,0,5,1,2,52,1,0,1,6,0.8,0,3089,485,3089,1280,1361,127,0,12,2,0,12,2,2,0,0.289,35.9,2,360,134,2,1,0,N,0,0,1,38,4.3,0,1,college,0,0.902985075,0,1,0,medium,0,71.8,1288.81,0.815382045,0
1,1,1,152,0,1120,0,1,7,1,2,92,1,1,0,9,2,0,2923,3248,3572,4114,1639,190,0,62,2,0,14,2,2,0,0.213,21.9,2,360,198,2,0,0,N,0,1,0,148.2,4.3,0,1,hs,0,0.767676768,0,0,1,low,0,43.8,479.61,0.58932762,0
1,1,1,119,0,1120,0,0,5,1,2,40,1,0,0,0,0.1,0,1596,1760,1596,1760,1142,125,0,12,3,0,18,2,1,0,0.33,35,2,360,128,2,1,1,Y,0,1,1,23,3.9,0,1,college,1,0.9296875,0,1,0,medium,0,35,1225,0.864318848,0
1,1,1,75,0,1120,0,0,5,1,2,20,1,1,0,30,0.2,0,2500,0,2500,721,1068,135,0,76,2,0,30,2,1,0,0.39,61,2,180,135,2,0,0,N,0,1,0,93,10.6,0,1,hs,1,0.555555556,0,0,1,low,0,61,3721,0.308641975,0
1,1,1,199,0,1120,0,0,8,1,4,999999.4,1,0,0,24,12,1,8703,0,8703,0,2700,250,0,51,2,0,22,1,2,0,0.31,46,1,360,180,2,0,0,N,0,1,0,248,4.3,0,1,hs,1,1.105555556,1,0,0,high,0,92,2116,1.222253086,0
1,1,1,133,0,1120,0,1,8,0,4,55,1,0,0,13,10,1,4583,0,4583,0,1436,148,0,24.5,1,0,10,2,3,0,0.31,47,2,360,149,2,0,0,N,0,1,0,108,3.2,0,1,hs,1,0.89261745,0,1,0,medium,0,141,2209,0.796765911,0
1,1,1,257,0,1120,0,0,8,1,4,101,1,1,0,6,0.5,0,7083,0,8449,0,2794,368,0,210,3,1,14,2,1,0,0.33,41,2,360,370,2,0,0,N,0,0,0,281,1.8,0,1,college,1,0.694594595,0,0,1,low,0,41,1681,0.482461651,1
1,1,1,300,0,1120,0,0,8,0,4,150,1,0,0,6,6,0,12500,0,12500,0,3660,505,0,1297,3,0,13,2,6,1,0.29,29,2,360,525,1,0,0,N,0,0,0,1595,1.8,0,1,college,0,0.571428571,0,0,1,low,0,174,841,0.326530612,0
1,1,1,138,0,1120,0,0,5,1,2,95,1,0,0,4,2,1,1660,2600,2860,2988,1390,173,0,43,2,1,21,2,2,0,0.24,39,2,360,177,2,0,0,N,0,1,1,93,4.3,0,1,college,0,0.779661017,0,0,1,low,0,78,1521,0.607871301,2
1,1,1,106,0,1120,0,0,5,1,2,40,1,1,2,1.33,1.33,1,2726,0,2726,0,997,117.5,0,19.3,1,0,0,2,4,0,0.406,40.6,1,360,118,2,0,0,N,0,1,1,246.6,3.6,0,1,college,1,0.898305085,0,1,0,medium,0,162.4,1648.36,0.806952025,0
1,1,1,70,0,1120,0,0,5,1,2,106,1,1,0,999999.4,999999.4,0,0,6666,2130,6666,1004,207,0,206,2,1,10,2,1,0,0.13,23,2,180,207,2,0,0,N,0,1,1,324.7,3.6,0,1,college,0,0.338164251,0,0,1,low,0,23,529,0.114355061,1
1,1,1,120,1,1120,0,0,8,1,4,36,1,0,1,28,28,1,3000,0,3000,0,1102,262.5,0,217.4,2,1,12,1,1,0,0.37,73,2,360,263,2,0,0,N,0,0,1,388.5,3.2,0,1,college,1,0.456273764,0,0,1,low,0,73,5329,0.208185748,1
